index	table_id	annotator_id	premise	hypothesis	label
762	T118	GW1	    The victims of John Wayne Gacy is 33+.  The span of crimes of John Wayne Gacy was on January 3, 1972 - December 11, 1978.  The date apprehended of John Wayne Gacy was on December 21, 1978.  The imprisoned at of John Wayne Gacy is Menard Correctional Center.     	John Wayne Gacy was apprehended around Christmas of 1978.	2
763	T118	GW1	    The country of John Wayne Gacy is United States.  The state(s) of John Wayne Gacy is Illinois.  The date apprehended of John Wayne Gacy was on December 21, 1978.  The imprisoned at of John Wayne Gacy is Menard Correctional Center.     	John Wayne Gacy only killed people in Illinois.	1
764	T118	GW1	    The victims of John Wayne Gacy is 33+.  The span of crimes of John Wayne Gacy was on January 3, 1972 - December 11, 1978.  The country of John Wayne Gacy is United States.  The date apprehended of John Wayne Gacy was on December 21, 1978.    	John Wayne Gacy committed his last crime in the Summer of 1978.	0
765	T119	GW1	    The education of Byun Baek-hyun is Kyung Hee Cyber University.  The occupation of Byun Baek-hyun are Singer, actor, model.  The genres of Byun Baek-hyun are pop, contemporary R&B, pop ballad.  The labels of Byun Baek-hyun is SM Entertainment.    	Byun Baek-hyun makes money in fashion and in music.	2
766	T119	GW1	    The associated acts of Byun Baek-hyun are Exo, Exo-K, Exo-CBX, SM Town.   Byun Baek-hyun was born as Byun Baek-hyun    ( 1992-05-06 )  May 6, 1992  (age 26)   Wonmi-gu, Bucheon, South Korea.  The education of Byun Baek-hyun is Kyung Hee Cyber University.  The genres of Byun Baek-hyun are pop, contemporary R&B, pop ballad.    	Byun Baek-hyun is only popular in South Korea.	1
767	T119	GW1	    The associated acts of Byun Baek-hyun are Exo, Exo-K, Exo-CBX, SM Town.   Byun Baek-hyun was born as Byun Baek-hyun    ( 1992-05-06 )  May 6, 1992  (age 26)   Wonmi-gu, Bucheon, South Korea.  The genres of Byun Baek-hyun are pop, contemporary R&B, pop ballad.  The years active of Byun Baek-hyun was on 2012 - present.    	Byun Baek-hyun was born in the Fall of 1992.	0
768	T119	GW0	    The associated acts of Byun Baek-hyun are Exo, Exo-K, Exo-CBX, SM Town.   Byun Baek-hyun was born as Byun Baek-hyun    ( 1992-05-06 )  May 6, 1992  (age 26)   Wonmi-gu, Bucheon, South Korea.  The education of Byun Baek-hyun is Kyung Hee Cyber University.  The labels of Byun Baek-hyun is SM Entertainment.    	Byun Baek-hyun received a college education.	2
769	T119	GW0	    The associated acts of Byun Baek-hyun are Exo, Exo-K, Exo-CBX, SM Town.   Byun Baek-hyun was born as Byun Baek-hyun    ( 1992-05-06 )  May 6, 1992  (age 26)   Wonmi-gu, Bucheon, South Korea.  The occupation of Byun Baek-hyun are Singer, actor, model.  The years active of Byun Baek-hyun was on 2012 - present.    	Byun Baek-hyun has acted in several movies.	1
770	T119	GW0	    The associated acts of Byun Baek-hyun are Exo, Exo-K, Exo-CBX, SM Town.   The occupation of Byun Baek-hyun are Singer, actor, model.  The genres of Byun Baek-hyun are pop, contemporary R&B, pop ballad.  The instruments of Byun Baek-hyun is Vocals.    	Byun Baek-hyun is known for singing heavy metal.	0
771	T119	GW2	    The associated acts of Byun Baek-hyun are Exo, Exo-K, Exo-CBX, SM Town.   Byun Baek-hyun was born as Byun Baek-hyun    ( 1992-05-06 )  May 6, 1992  (age 26)   Wonmi-gu, Bucheon, South Korea.  The occupation of Byun Baek-hyun are Singer, actor, model.  The genres of Byun Baek-hyun are pop, contemporary R&B, pop ballad.    	Byun Baek-hyun was born in Asia.	2
772	T119	GW2	    Byun Baek-hyun is a person.  The occupation of Byun Baek-hyun are Singer, actor, model.  The genres of Byun Baek-hyun are pop, contemporary R&B, pop ballad.  The instruments of Byun Baek-hyun is Vocals.    	Byun Baek-hyun was a model before they were a singer.	1
773	T119	GW2	    Byun Baek-hyun was born as Byun Baek-hyun    ( 1992-05-06 )  May 6, 1992  (age 26)   Wonmi-gu, Bucheon, South Korea.  The occupation of Byun Baek-hyun are Singer, actor, model.  The genres of Byun Baek-hyun are pop, contemporary R&B, pop ballad.  The years active of Byun Baek-hyun was on 2012 - present.    	Byun Baek-hyun has been a singer for more than 30 years.	0
774	T576	GW4	    Christopher Nolan was born as Christopher Edward Nolan    ( 1970-07-30 )  30 July 1970  (age 48)   Westminster, London, England.  The citizenship of Christopher Nolan are United Kingdom, United States.  The years active of Christopher Nolan was on 1989 - present.  The number of children of Christopher Nolan are 4.    	Christopher Nolan was born in the United Kingdom.	2
775	T576	GW4	    The relatives of Christopher Nolan are Jonathan Nolan (brother), John Nolan (uncle) Lisa, Joy (sister-in-law).   Christopher Nolan was born as Christopher Edward Nolan    ( 1970-07-30 )  30 July 1970  (age 48)   Westminster, London, England.  The citizenship of Christopher Nolan are United Kingdom, United States.  The alma mater of Christopher Nolan is University College London.    	Christopher Nolan got a degree from University College London.	1
776	T576	GW4	    Christopher Nolan was born as Christopher Edward Nolan    ( 1970-07-30 )  30 July 1970  (age 48)   Westminster, London, England.  The occupation of Christopher Nolan is Filmmaker.  The years active of Christopher Nolan was on 1989 - present.  The spouse(s) of Christopher Nolan is Emma Thomas ( m.  1997).    	The director Christopher Nolan has been working since 1970.	0
777	T576	GW2	    The relatives of Christopher Nolan are Jonathan Nolan (brother), John Nolan (uncle) Lisa, Joy (sister-in-law).   Christopher Nolan was born as Christopher Edward Nolan    ( 1970-07-30 )  30 July 1970  (age 48)   Westminster, London, England.  The citizenship of Christopher Nolan are United Kingdom, United States.  The alma mater of Christopher Nolan is University College London.    	Christopher Nolan was born in Europe.	2
778	T576	GW2	    The relatives of Christopher Nolan are Jonathan Nolan (brother), John Nolan (uncle) Lisa, Joy (sister-in-law).   Christopher Nolan was born as Christopher Edward Nolan    ( 1970-07-30 )  30 July 1970  (age 48)   Westminster, London, England.  The citizenship of Christopher Nolan are United Kingdom, United States.  The alma mater of Christopher Nolan is University College London.    	Christopher Nolan studied acting at University College London	1
779	T576	GW2	    The relatives of Christopher Nolan are Jonathan Nolan (brother), John Nolan (uncle) Lisa, Joy (sister-in-law).   Christopher Nolan was born as Christopher Edward Nolan    ( 1970-07-30 )  30 July 1970  (age 48)   Westminster, London, England.  The spouse(s) of Christopher Nolan is Emma Thomas ( m.  1997).  The number of children of Christopher Nolan are 4.    	Christopher Nolan has 4 sons.	0
780	T576	GW1	    Christopher Nolan was born as Christopher Edward Nolan    ( 1970-07-30 )  30 July 1970  (age 48)   Westminster, London, England.  The occupation of Christopher Nolan is Filmmaker.  The years active of Christopher Nolan was on 1989 - present.  The number of children of Christopher Nolan are 4.    	Christopher Nolan has been active in the film business for about 30 years.	2
781	T576	GW1	    Christopher Nolan is a person.  The relatives of Christopher Nolan are Jonathan Nolan (brother), John Nolan (uncle) Lisa, Joy (sister-in-law).   The spouse(s) of Christopher Nolan is Emma Thomas ( m.  1997).  The number of children of Christopher Nolan are 4.    	Christopher Nolan will have another child.	1
782	T576	GW1	    Christopher Nolan was born as Christopher Edward Nolan    ( 1970-07-30 )  30 July 1970  (age 48)   Westminster, London, England.  The years active of Christopher Nolan was on 1989 - present.  The spouse(s) of Christopher Nolan is Emma Thomas ( m.  1997).  The number of children of Christopher Nolan are 4.    	Christopher Nolan was born in the Fall of 1970.	0
783	T121	GW1	    Buffy the Vampire Slayer Season Ten has a Monthly schedule.  The format of Buffy the Vampire Slayer Season Ten is Limited series.  The publication date of Buffy the Vampire Slayer Season Ten was on March   2014 - August   2016.  The no. of issues of Buffy the Vampire Slayer Season Ten are 30 ( Buffy ), 25 ( Angel & Faith ).    	Buffy the Vampire Slayer Season Ten took more than 2 years to fully release.	2
784	T121	GW1	    The publisher of Buffy the Vampire Slayer Season Ten is Dark Horse Comics.  Buffy the Vampire Slayer Season Ten has a Monthly schedule.  The format of Buffy the Vampire Slayer Season Ten is Limited series.  The publication date of Buffy the Vampire Slayer Season Ten was on March   2014 - August   2016.    	Buffy the Vampire Slayer Season Ten took longer to release than originally planned.	1
785	T121	GW1	    The publisher of Buffy the Vampire Slayer Season Ten is Dark Horse Comics.  The format of Buffy the Vampire Slayer Season Ten is Limited series.  The genre of Buffy the Vampire Slayer Season Ten is Horror.  The main character(s) of Buffy the Vampire Slayer Season Ten is Scooby Gang.     	Buffy the Vampire Slayer Season Ten was a TV show.	0
786	T121	GW9	    The format of Buffy the Vampire Slayer Season Ten is Limited series.  The publication date of Buffy the Vampire Slayer Season Ten was on March   2014 - August   2016.  The no. of issues of Buffy the Vampire Slayer Season Ten are 30 ( Buffy ), 25 ( Angel & Faith ).  The main character(s) of Buffy the Vampire Slayer Season Ten is Scooby Gang.     	Buffy the Vampire Slayer Season Ten had an original production run of over two years.	2
787	T121	GW9	    Buffy the Vampire Slayer Season Ten is a book.  The format of Buffy the Vampire Slayer Season Ten is Limited series.  The no. of issues of Buffy the Vampire Slayer Season Ten are 30 ( Buffy ), 25 ( Angel & Faith ).  The main character(s) of Buffy the Vampire Slayer Season Ten is Scooby Gang.     	Buffy the Vampire Slayer Season Ten featured more than one slayer.	1
788	T121	GW9	    Buffy the Vampire Slayer Season Ten is a book.  The publisher of Buffy the Vampire Slayer Season Ten is Dark Horse Comics.  The format of Buffy the Vampire Slayer Season Ten is Limited series.  The publication date of Buffy the Vampire Slayer Season Ten was on March   2014 - August   2016.    	Buffy the Vampire Slayer Season Ten began publication in the summer.	0
789	T121	GW4	    The publisher of Buffy the Vampire Slayer Season Ten is Dark Horse Comics.  The publication date of Buffy the Vampire Slayer Season Ten was on March   2014 - August   2016.  The no. of issues of Buffy the Vampire Slayer Season Ten are 30 ( Buffy ), 25 ( Angel & Faith ).  The main character(s) of Buffy the Vampire Slayer Season Ten is Scooby Gang.     	Buffy the Vampire Slayer Season Ten was a comic that had 30 issues.	2
790	T121	GW4	    Buffy the Vampire Slayer Season Ten is a book.  The publisher of Buffy the Vampire Slayer Season Ten is Dark Horse Comics.  Buffy the Vampire Slayer Season Ten has a Monthly schedule.  The publication date of Buffy the Vampire Slayer Season Ten was on March   2014 - August   2016.    	The comic Buffy the Vampire Slayer Season Ten came out every month.	1
791	T121	GW4	    Buffy the Vampire Slayer Season Ten is a book.  The publisher of Buffy the Vampire Slayer Season Ten is Dark Horse Comics.  The genre of Buffy the Vampire Slayer Season Ten is Horror.  The publication date of Buffy the Vampire Slayer Season Ten was on March   2014 - August   2016.    	The comic Buffy the Vampire Slayer Season Ten was released by Marvel comics.	0
792	T1962	GW4	    The total area of Hoboken, New Jersey is 2.011 sq mi (5.208 km 2 ).  The land area of Hoboken, New Jersey is 1.275 sq mi (3.303 km 2 ).  The water area of Hoboken, New Jersey is 0.736 sq mi (1.905 km 2 ) 36.58%.  The elevation of Hoboken, New Jersey is 26 ft (8 m).     	Hoboken, New Jersey is only 8 meters above sea level.	2
793	T1962	GW4	    The total area of Hoboken, New Jersey is 2.011 sq mi (5.208 km 2 ).  The land area of Hoboken, New Jersey is 1.275 sq mi (3.303 km 2 ).  The water area of Hoboken, New Jersey is 0.736 sq mi (1.905 km 2 ) 36.58%.  The area rank of Hoboken, New Jersey is 412th of 566 in state 6th of 12 in county.    	Hoboken, New Jersey has a majority of its area covered in land.	1
794	T1962	GW4	    The total area of Hoboken, New Jersey is 2.011 sq mi (5.208 km 2 ).  The land area of Hoboken, New Jersey is 1.275 sq mi (3.303 km 2 ).  The water area of Hoboken, New Jersey is 0.736 sq mi (1.905 km 2 ) 36.58%.  The area rank of Hoboken, New Jersey is 412th of 566 in state 6th of 12 in county.    	Hoboken, New Jersey is one of the largest areas in the state of New Jersey.	0
795	T1962	GW1	    The total area of Hoboken, New Jersey is 2.011 sq mi (5.208 km 2 ).  The land area of Hoboken, New Jersey is 1.275 sq mi (3.303 km 2 ).  The water area of Hoboken, New Jersey is 0.736 sq mi (1.905 km 2 ) 36.58%.  The elevation of Hoboken, New Jersey is 26 ft (8 m).     	Hoboken, New Jersey is smaller than 2.5 square miles.	2
796	T1962	GW1	    Hoboken, New Jersey is a city.  The total area of Hoboken, New Jersey is 2.011 sq mi (5.208 km 2 ).  The water area of Hoboken, New Jersey is 0.736 sq mi (1.905 km 2 ) 36.58%.  The area rank of Hoboken, New Jersey is 412th of 566 in state 6th of 12 in county.    	Hoboken, New Jersey has a lot of water in it compared to other cities.	1
797	T1962	GW1	    The total area of Hoboken, New Jersey is 2.011 sq mi (5.208 km 2 ).  The land area of Hoboken, New Jersey is 1.275 sq mi (3.303 km 2 ).  The water area of Hoboken, New Jersey is 0.736 sq mi (1.905 km 2 ) 36.58%.  The area rank of Hoboken, New Jersey is 412th of 566 in state 6th of 12 in county.    	Water covers more than 40 percent of Hoboken, New Jersey.	0
798	T1962	GW3	    The total area of Hoboken, New Jersey is 2.011 sq mi (5.208 km 2 ).  The land area of Hoboken, New Jersey is 1.275 sq mi (3.303 km 2 ).  The water area of Hoboken, New Jersey is 0.736 sq mi (1.905 km 2 ) 36.58%.  The area rank of Hoboken, New Jersey is 412th of 566 in state 6th of 12 in county.    	Hoboken, New Jersey has over 3000 square kilometres of land.	2
799	T1962	GW3	    Hoboken, New Jersey is a city.  The land area of Hoboken, New Jersey is 1.275 sq mi (3.303 km 2 ).  The water area of Hoboken, New Jersey is 0.736 sq mi (1.905 km 2 ) 36.58%.  The area rank of Hoboken, New Jersey is 412th of 566 in state 6th of 12 in county.    	Hoboken, New Jersey is a coastal town.	1
800	T1962	GW3	    The total area of Hoboken, New Jersey is 2.011 sq mi (5.208 km 2 ).  The land area of Hoboken, New Jersey is 1.275 sq mi (3.303 km 2 ).  The water area of Hoboken, New Jersey is 0.736 sq mi (1.905 km 2 ) 36.58%.  The area rank of Hoboken, New Jersey is 412th of 566 in state 6th of 12 in county.    	Hoboken, New Jersey has no water bodies.	0
801	T123	GW4	    Christ of Saint John of the Cross is a painting.  The artist of Christ of Saint John of the Cross is Salvador DalA.  The year of Christ of Saint John of the Cross is 1951.  The medium of Christ of Saint John of the Cross is Oil on canvas.    	Christ of Saint John of the Cross was painted in the 1950s.	2
802	T123	GW4	    Christ of Saint John of the Cross is a painting.  The artist of Christ of Saint John of the Cross is Salvador DalA.  The medium of Christ of Saint John of the Cross is Oil on canvas.  The location of Christ of Saint John of the Cross is Kelvingrove Art Gallery and Museum, Glasgow.     	The painting Christ of Saint John of the Cross was painted in the UK.	1
803	T123	GW4	    Christ of Saint John of the Cross is a painting.  The artist of Christ of Saint John of the Cross is Salvador DalA.  The medium of Christ of Saint John of the Cross is Oil on canvas.  The location of Christ of Saint John of the Cross is Kelvingrove Art Gallery and Museum, Glasgow.     	The painting Christ of Saint John of the Cross involved using water based paints.	0
804	T123	GW1	    Christ of Saint John of the Cross is a painting.  The year of Christ of Saint John of the Cross is 1951.  The medium of Christ of Saint John of the Cross is Oil on canvas.  The dimensions of Christ of Saint John of the Cross is 205 cm 116 cm (80.7 in 45.67 in).    	Christ of Saint John of the Cross was painted in the middle portion of the 20th century.	2
805	T123	GW1	    Christ of Saint John of the Cross is a painting.  The artist of Christ of Saint John of the Cross is Salvador DalA.  The medium of Christ of Saint John of the Cross is Oil on canvas.  The location of Christ of Saint John of the Cross is Kelvingrove Art Gallery and Museum, Glasgow.     	Dali donated Christ of Saint John of the Cross to the Kelvingrove Art Gallery and Museum.	1
806	T123	GW1	    The year of Christ of Saint John of the Cross is 1951.  The medium of Christ of Saint John of the Cross is Oil on canvas.  The dimensions of Christ of Saint John of the Cross is 205 cm 116 cm (80.7 in 45.67 in).  The location of Christ of Saint John of the Cross is Kelvingrove Art Gallery and Museum, Glasgow.     	The longer side of the Christ of Saint John of the Cross is over 8 feet long.	0
807	T123	GW2	    Christ of Saint John of the Cross is a painting.  The artist of Christ of Saint John of the Cross is Salvador DalA.  The medium of Christ of Saint John of the Cross is Oil on canvas.  The location of Christ of Saint John of the Cross is Kelvingrove Art Gallery and Museum, Glasgow.     	Christ of Saint John of the Cross is hanging in Scotland	2
808	T123	GW2	    The year of Christ of Saint John of the Cross is 1951.  The medium of Christ of Saint John of the Cross is Oil on canvas.  The dimensions of Christ of Saint John of the Cross is 205 cm 116 cm (80.7 in 45.67 in).  The location of Christ of Saint John of the Cross is Kelvingrove Art Gallery and Museum, Glasgow.     	Christ of Saint John of the Cross was first displayed in Pairs.	1
809	T123	GW2	    The year of Christ of Saint John of the Cross is 1951.  The medium of Christ of Saint John of the Cross is Oil on canvas.  The dimensions of Christ of Saint John of the Cross is 205 cm 116 cm (80.7 in 45.67 in).  The location of Christ of Saint John of the Cross is Kelvingrove Art Gallery and Museum, Glasgow.     	Christ of Saint John of the Cross caused a lot of controversy when it was first revealed.	0
810	T124	GW3	    The birth name of Bruce Springsteen is Bruce Frederick Joseph Springsteen.  Bruce Springsteen was born on September 23, 1949  (age 69)    Long Branch, New Jersey, U.S..  The spouse(s) of Bruce Springsteen are Julianne Phillips ( m.  1985;  div.  1989) ,   Patti Scialfa ( m.  1991).  The number of children of Bruce Springsteen are 3.    	Bruce Springsteen has 3 children	2
811	T124	GW3	    The birth name of Bruce Springsteen is Bruce Frederick Joseph Springsteen.  The associated acts of Bruce Springsteen are E Street Band , Little Steven , Warren Zevon , Steel Mill , Tom Morello , Miami Horns , The Sessions Band , Southside Johnny & the Asbury Jukes, USA for Africa.  The spouse(s) of Bruce Springsteen are Julianne Phillips ( m.  1985;  div.  1989) ,   Patti Scialfa ( m.  1991).  The number of children of Bruce Springsteen are 3.    	Bruce Springsteen and Julianne Phillips have three children.	1
812	T124	GW3	    The years active of Bruce Springsteen was on 1964 - present.  The birth name of Bruce Springsteen is Bruce Frederick Joseph Springsteen.  Bruce Springsteen was born on September 23, 1949  (age 69)    Long Branch, New Jersey, U.S..  The residence of Bruce Springsteen is Colts Neck, New Jersey, U.S..    	Bruce Springsteen was born in New Jersey	0
813	T124	GW1	    The birth name of Bruce Springsteen is Bruce Frederick Joseph Springsteen.  Bruce Springsteen was born on September 23, 1949  (age 69)    Long Branch, New Jersey, U.S..  The years active of Bruce Springsteen was on 1964 - present.  The spouse(s) of Bruce Springsteen are Julianne Phillips ( m.  1985;  div.  1989) ,   Patti Scialfa ( m.  1991).    	Bruce Springsteen was born in the Fall of 1949.	2
814	T124	GW1	    The years active of Bruce Springsteen was on 1964 - present.  Bruce Springsteen was born on September 23, 1949  (age 69)    Long Branch, New Jersey, U.S..  The residence of Bruce Springsteen is Colts Neck, New Jersey, U.S..  The associated acts of Bruce Springsteen are E Street Band , Little Steven , Warren Zevon , Steel Mill , Tom Morello , Miami Horns , The Sessions Band , Southside Johnny & the Asbury Jukes, USA for Africa.    	Bruce Springsteen will always live in New Jersey.	1
815	T124	GW1	    Bruce Springsteen was born on September 23, 1949  (age 69)    Long Branch, New Jersey, U.S..  The years active of Bruce Springsteen was on 1964 - present.  The associated acts of Bruce Springsteen are E Street Band , Little Steven , Warren Zevon , Steel Mill , Tom Morello , Miami Horns , The Sessions Band , Southside Johnny & the Asbury Jukes, USA for Africa.  The number of children of Bruce Springsteen are 3.    	Bruce Springsteen has been making music for less than 50 years.	0
816	T124	GW4	    The birth name of Bruce Springsteen is Bruce Frederick Joseph Springsteen.  Bruce Springsteen was born on September 23, 1949  (age 69)    Long Branch, New Jersey, U.S..  The residence of Bruce Springsteen is Colts Neck, New Jersey, U.S..  The associated acts of Bruce Springsteen are E Street Band , Little Steven , Warren Zevon , Steel Mill , Tom Morello , Miami Horns , The Sessions Band , Southside Johnny & the Asbury Jukes, USA for Africa.    	Bruce Springsteen was born on the east coast of the U.S.	2
817	T124	GW4	    The birth name of Bruce Springsteen is Bruce Frederick Joseph Springsteen.  Bruce Springsteen was born on September 23, 1949  (age 69)    Long Branch, New Jersey, U.S..  The spouse(s) of Bruce Springsteen are Julianne Phillips ( m.  1985;  div.  1989) ,   Patti Scialfa ( m.  1991).  The number of children of Bruce Springsteen are 3.    	Bruce Springsteen has had children with both of his wives.	1
818	T124	GW4	    Bruce Springsteen is a musician.  The instruments of Bruce Springsteen is Vocals  guitar.  The associated acts of Bruce Springsteen are E Street Band , Little Steven , Warren Zevon , Steel Mill , Tom Morello , Miami Horns , The Sessions Band , Southside Johnny & the Asbury Jukes, USA for Africa.  The genres of Bruce Springsteen are Rock , heartland rock , folk rock , rock and roll.    	Bruce Springsteen is known for playing jazz music.	0
819	T1947	GW4	    Hitoshi Sakimoto is a musician.  The genres of Hitoshi Sakimoto are Symphonic, electronica.  The occupation(s) of Hitoshi Sakimoto are Composer, arranger, producer.  The instruments of Hitoshi Sakimoto are Piano, electronic organ, synthesizer.    	Hitoshi Sakimoto wrote music on an instrument with keys.	2
820	T1947	GW4	    Hitoshi Sakimoto is a musician.  The associated acts of Hitoshi Sakimoto is Masaharu Iwata.   The genres of Hitoshi Sakimoto are Symphonic, electronica.  The instruments of Hitoshi Sakimoto are Piano, electronic organ, synthesizer.    	Hitoshi Sakimoto has performed live with a band.	1
821	T1947	GW4	    Hitoshi Sakimoto is a musician.  Hitoshi Sakimoto was born on February 26, 1969  (age 49)  Tokyo, Japan.  The occupation(s) of Hitoshi Sakimoto are Composer, arranger, producer.  The years active of Hitoshi Sakimoto is 1988-present.    	Hitoshi Sakimoto has been an active musician for forty years.	0
822	T1947	GW1	    The associated acts of Hitoshi Sakimoto is Masaharu Iwata.   Hitoshi Sakimoto was also known as YmoH.S.  Hitoshi Sakimoto was born on February 26, 1969  (age 49)  Tokyo, Japan.  The years active of Hitoshi Sakimoto is 1988-present.    	Hitoshi Sakimoto has been active for over 30 years.	2
823	T1947	GW1	    Hitoshi Sakimoto is a musician.  The genres of Hitoshi Sakimoto are Symphonic, electronica.  The occupation(s) of Hitoshi Sakimoto are Composer, arranger, producer.  The instruments of Hitoshi Sakimoto are Piano, electronic organ, synthesizer.    	Hitoshi Sakimoto likes playing synthesizer more than electronic organ.	1
824	T1947	GW1	    Hitoshi Sakimoto is a musician.  Hitoshi Sakimoto was also known as YmoH.S.  Hitoshi Sakimoto was born on February 26, 1969  (age 49)  Tokyo, Japan.  The years active of Hitoshi Sakimoto is 1988-present.    	Hitoshi Sakimoto was born late in the year of 1969.	0
825	T1947	GW0	    The associated acts of Hitoshi Sakimoto is Masaharu Iwata.   Hitoshi Sakimoto was also known as YmoH.S.  Hitoshi Sakimoto was born on February 26, 1969  (age 49)  Tokyo, Japan.  The years active of Hitoshi Sakimoto is 1988-present.    	Hitoshi Sakimoto has been performing for over twenty years.	2
826	T1947	GW0	    The associated acts of Hitoshi Sakimoto is Masaharu Iwata.   Hitoshi Sakimoto was also known as YmoH.S.  The years active of Hitoshi Sakimoto is 1988-present.  The labels of Hitoshi Sakimoto is Basiscape.    	Hitoshi Sakimoto founded the Basicscape label.	1
827	T1947	GW0	    The associated acts of Hitoshi Sakimoto is Masaharu Iwata.   Hitoshi Sakimoto was also known as YmoH.S.  The instruments of Hitoshi Sakimoto are Piano, electronic organ, synthesizer.  Hitoshi Sakimoto is a musician.    	Hitoshi Sakimoto can only play one instrument.	0
828	T126	GW1	    Jean-Claude Van Damme was born as Jean-Claude Camille François Van Varenberg ,  (1960-10-18) 18 October 1960 (age 58) , Sint-Agatha-Berchem, Brussels, Belgium.  The rank of Jean-Claude Van Damme is 2nd Dan Black Belt in Shotokan.  The years active of Jean-Claude Van Damme was on 1976-1982  (martial arts)  ,  1979-present  (acting).   The height of Jean-Claude Van Damme is 1.77 m (5 ft 10 in).    	Jean-Claude Van Damme was born in the Fall of 1960.	2
829	T126	GW1	    The trainer of Jean-Claude Van Damme is Claude Goetz  ,  Dominique Valera.  The rank of Jean-Claude Van Damme is 2nd Dan Black Belt in Shotokan.  The years active of Jean-Claude Van Damme was on 1976-1982  (martial arts)  ,  1979-present  (acting).   The style of Jean-Claude Van Damme is Karate, Kickboxing, Muay Thai, Taekwondo.    	Jean-Claude Van Damme preferred muay thai to kickboxing.	1
830	T126	GW1	    The rank of Jean-Claude Van Damme is 2nd Dan Black Belt in Shotokan.  The years active of Jean-Claude Van Damme was on 1976-1982  (martial arts)  ,  1979-present  (acting).   The style of Jean-Claude Van Damme is Karate, Kickboxing, Muay Thai, Taekwondo.  The fighting out of of Jean-Claude Van Damme is Brussels, Belgium.    	Jean-Claude Van Damme began acting before he started Martial Arts.	0
831	T126	GW2	    The trainer of Jean-Claude Van Damme is Claude Goetz  ,  Dominique Valera.  The rank of Jean-Claude Van Damme is 2nd Dan Black Belt in Shotokan.  The division of Jean-Claude Van Damme is Middleweight.  The style of Jean-Claude Van Damme is Karate, Kickboxing, Muay Thai, Taekwondo.    	Jean-Claude Van Damme has a black belt.	2
832	T126	GW2	    Jean-Claude Van Damme was born as Jean-Claude Camille François Van Varenberg ,  (1960-10-18) 18 October 1960 (age 58) , Sint-Agatha-Berchem, Brussels, Belgium.  The years active of Jean-Claude Van Damme was on 1976-1982  (martial arts)  ,  1979-present  (acting).   The height of Jean-Claude Van Damme is 1.77 m (5 ft 10 in).  The fighting out of of Jean-Claude Van Damme is Brussels, Belgium.    	Jean-Claude Van Damme won 85% of his professional fights.	1
833	T126	GW2	    The rank of Jean-Claude Van Damme is 2nd Dan Black Belt in Shotokan.  The years active of Jean-Claude Van Damme was on 1976-1982  (martial arts)  ,  1979-present  (acting).   The style of Jean-Claude Van Damme is Karate, Kickboxing, Muay Thai, Taekwondo.  The fighting out of of Jean-Claude Van Damme is Brussels, Belgium.    	Jean-Claude Van Damme got involved in martial arts after he was an established actor.	0
834	T126	GW4	    Jean-Claude Van Damme was born as Jean-Claude Camille François Van Varenberg ,  (1960-10-18) 18 October 1960 (age 58) , Sint-Agatha-Berchem, Brussels, Belgium.  The rank of Jean-Claude Van Damme is 2nd Dan Black Belt in Shotokan.  The years active of Jean-Claude Van Damme was on 1976-1982  (martial arts)  ,  1979-present  (acting).   The height of Jean-Claude Van Damme is 1.77 m (5 ft 10 in).    	Jean-Claude Van Damme is under six feet tall.	2
835	T126	GW4	    The years active of Jean-Claude Van Damme was on 1976-1982  (martial arts)  ,  1979-present  (acting).   The division of Jean-Claude Van Damme is Middleweight.  The style of Jean-Claude Van Damme is Karate, Kickboxing, Muay Thai, Taekwondo.  The fighting out of of Jean-Claude Van Damme is Brussels, Belgium.    	Jean-Claude Van Damme wound up winning many matches as a kickboxer.	1
836	T126	GW4	    The rank of Jean-Claude Van Damme is 2nd Dan Black Belt in Shotokan.  The years active of Jean-Claude Van Damme was on 1976-1982  (martial arts)  ,  1979-present  (acting).   The style of Jean-Claude Van Damme is Karate, Kickboxing, Muay Thai, Taekwondo.  The fighting out of of Jean-Claude Van Damme is Brussels, Belgium.    	Jean-Claude Van Damme stopped acting to pursue martial arts.	0
837	T127	GW0	    The birth name of Jodie Foster is Alicia Christian Foster.  Jodie Foster was born on November 19, 1962 ( 1962-11-19 )  (age 56)   Los Angeles, California, U.S..  The spouse(s) of Jodie Foster is Alexandra Hedison  ( m.  2014).  The number of children of Jodie Foster are 2.    	Jodie Foster no longer goes by her birth name.	2
838	T127	GW0	    The birth name of Jodie Foster is Alicia Christian Foster.  The spouse(s) of Jodie Foster is Alexandra Hedison  ( m.  2014).  The partner(s) of Jodie Foster is Cydney Bernard (1993 - 2008).  The number of children of Jodie Foster are 2.    	Jodie Foster has two children with Alexandra Hedison.	1
839	T127	GW0	    Jodie Foster was born on November 19, 1962 ( 1962-11-19 )  (age 56)   Los Angeles, California, U.S..  The years active of Jodie Foster was on 1965 - present.  The partner(s) of Jodie Foster is Cydney Bernard (1993 - 2008).  The number of children of Jodie Foster are 2.    	Jodie Foster has been acting for over sixty years.	0
840	T127	GW9	    The birth name of Jodie Foster is Alicia Christian Foster.  Jodie Foster was born on November 19, 1962 ( 1962-11-19 )  (age 56)   Los Angeles, California, U.S..  The occupation of Jodie Foster are Actress, director, producer.  The number of children of Jodie Foster are 2.    	Jodie Foster is the stage name for an actor born in Los Angeles, CA.	2
